;Latitude;Longitude
Netto Filiale Filiale An der Wyhraaue 4 in 04654 Frohburg;;
Netto Filiale Filiale Karl-Kegel-Str. 69 in 09599 Freiberg;;
Netto Filiale Filiale Clara-Zetkin-Str. 24 in 04613 Lucka;;
Netto Filiale Filiale Thomas-Muentzer-Siedlung 61 in 09661 Hainichen;;
Netto Marken-Discount Filiale Naumburger Strasse 13 in 06628 Bad Koesen;;
Netto Marken-Discount Filiale Frankenberger Str. 9 in 09661 Hainichen;;
Netto Filiale Filiale Frankenberger Str. 6 in 09661 Hainichen;;
Netto Marken-Discount Filiale Frankenberger Str. 6 in 19661 Hainichen;;
Netto Filiale Filiale Eherne Schlange 29 in 09599 Freiberg;;
Netto Filiale Filiale Abraham-v.-Schoenberg-Str. 3 in 09599 Freiberg;;
Netto Filiale Filiale Niedergraefenhainer Weg 6 in 04643 Geithain;;
Netto Filiale Filiale Goethestr. 13 in 04565 Regis-Breitingen;;
Netto Filiale Filiale Colditzer Str. 8 in 04643 Geithain;;
Netto Filiale Filiale Koesener Str. 100 in 06618 Naumburg;;
Netto Filiale Filiale Salzstr. 35 in 06618 Naumburg;;
Netto Filiale Filiale Koesener Str. 36-40 in 06618 Naumburg;;
Netto Filiale Filiale Rosa-Luxemburg-Str. 24 in 06618 Naumburg;;
Netto Filiale Filiale Altenberger Str. 50 in 01762 Schmiedeberg;;
Netto Filiale Filiale Poppitzer Str. 5a in 09306 Rochlitz;;
Netto Filiale Filiale Jaegerstr. 2a in 06618 Naumburg;;
Netto Filiale Filiale Am Stadion 2 in 06679 Hohenmoelsen;;
Netto Filiale Filiale Deutzener Str. 7 in 04552 Borna;;
Netto Filiale Filiale Magdeborner Str. 22 in 04552 Borna;;
Netto Filiale Filiale Schusterstr. 6 in 04539 Groitzsch bei Pegau;;
Netto Marken-Discount Filiale Leipziger Str. 26a in 04552 Borna;;
Netto Marken-Discount Filiale Sebastians Hof 3 in 04539 Groitzsch;;
Netto Filiale Filiale Pawlowstr. 2a in 04552 Borna;;
Netto Filiale Filiale Rochlitzer Str. 33 in 09326 Geringswalde;;
Netto Marken-Discount Filiale Waldstr. in 09326 Geringswalde;;
Netto Filiale Filiale Carsdorfer Str. 8 in 04523 Pegau;;
Netto Filiale Filiale Naumburger Str. 20 in 06667 Weissenfels;;
Netto Filiale Filiale Lauchaer Str. 36b in 06647 Bad Bibra;;
Netto Filiale Filiale Selauer Str. 4 in 06667 Weissenfels-Borau;;
Netto Filiale Filiale An der Schleuse 1 in 06632 Freyburg;;
Netto Marken-Discount Filiale Merseburger Str. 10 in 06667 Weissenfels;;
Netto Filiale Filiale Erich-Weinert-Str. 2 in 04651 Bad Lausick;;
Netto Filiale Filiale Golzener Str. 8 in 06636 Laucha-Unstrut-Dorndorf;;
Netto Filiale Filiale Dresdener Str. 74 in 04746 Hartha bei Doebeln;;
Netto Filiale Filiale Brueckenstr. 1 in 06667 Weissenfels-Burgwerben;;
Netto Filiale Filiale Seebergasse 22 in 04567 Kitzscher;;
Netto Filiale Filiale Leisniger Str. 5-7 in 04680 Colditz;;
Netto Filiale Filiale Bahnhofstr. 28 in 04741 Rosswein;;
Netto Filiale Filiale Bornaer Str. 1 in 04442 Zwenkau;;
Netto Filiale Filiale Haendelstr. 1 in 04564 Boehlen bei Leipzig;;
Netto Filiale Filiale Leipziger Str. 1 in 04571 Roetha-Espenhain;;
Netto Filiale Filiale Mueglitztalstr. 19a in 01768 Glashuette-Schlottwitz;;
Netto Filiale Filiale Zellsteig 1 in 01683 Nossen;;
Netto Marken-Discount Filiale Kirschallee 1 in 01683 Nossen;;
Netto Filiale Filiale Bismarckstr. 46 in 01683 Nossen;;
Netto Filiale Filiale Leipziger Str. 108c in 04442 Zwenkau;;
Netto Filiale Filiale Dresdner Str. 26 in 01737 Tharandt;;
Netto Filiale Filiale Starsiedeler Str. 21 in 06686 Luetzen;;
Netto Filiale Filiale Rabenauer Str. 32 in 01705 Freital;;
Netto Filiale Filiale Colditzer Str. 19 in 04703 Leisnig-Fischendorf;;
Netto Marken-Discount Filiale Landstr. 212 in 06638 Karsdorf;;
Netto Filiale Filiale Nebraer Str. 32 in 06638 Karsdorf;;
Netto Marken-Discount Filiale Gustav-Adolf-Str. 31a in 06686 Luetzen;;
Netto Filiale Filiale An der Muldenwiese 4 in 04703 Leisnig-Fischendorf;;
Netto Marken-Discount Filiale Oberer Ladenberg 22a in 01819 Bad Gottleuba-Berggiesshuebel;;
Netto Filiale Filiale Oberer Ladenberg 21 in 01816 Bad Gottleuba-Berggiesshuebel;;
Netto Filiale Filiale Unnaer Str. 1d in 04720 Doebeln;;
Netto Filiale Filiale Poisentalstr. 2f in 01728 Possendorf;;
Netto Marken-Discount Filiale Unnaer Strasse in 04720 Doebeln;;
Netto Filiale Filiale Grimmaische Str. 69 in 04720 Doebeln;;
Netto Filiale Filiale Poisentalstr. 55a in 01705 Freital;;
Netto Filiale Filiale Koernerstr. 1 in 01705 Freital;;
Netto Filiale Filiale Ziegelrodaer Str. 1 in 06571 Rossleben;;
Netto Filiale Filiale Hauptstr. 3 in 06242 Braunsbedra;;
Netto Filiale Filiale Untere Freyburger Str. 3 in 06249 Muecheln;;
Netto Filiale Filiale Merseburger Str. 12 in 06249 Muecheln;;
Netto Filiale Filiale Bahnhofstr. 11 in 06577 Heldrungen;;
Netto Filiale Filiale Seumestr. 22 in 06231 Bad Duerrenberg-Lennewitz;;
Netto Filiale Filiale Sonnensiedlung 2a in 04416 Markkleeberg;;
Netto Filiale Filiale Wilsdruffer Str. 79 in 01705 Freital;;
Netto Filiale Filiale Kirchstr. 12 in 01728 Bannewitz;;
Netto Filiale Filiale Hauptstr. 99 in 04416 Markkleeberg;;
Netto Filiale Filiale Meissner Str. 15a in 01723 Wilsdruff;;
Netto Filiale Filiale Meissner Str. 30a in 01723 Wilsdruff;;
Netto Filiale Filiale Malzmuehlstr. 14 in 04668 Grimma;;
Netto Filiale Filiale Richard-Wagner-Str. 1 in 06231 Bad Duerrenberg-Lennewitz;;
Netto Filiale Filiale Karlsruher Str. 80 in 01189 Dresden;;
Netto Filiale Filiale Sepp-Verscht-Str. 1 in 04463 Grosspoesna;;
Netto Filiale Filiale Karlsruher Str. 46 in 01189 Dresden-Coschuetz;;
Netto Filiale Filiale Karlstr. 14a in 04420 Markranstaedt;;
Netto Filiale Filiale Goppelner Str. 36 in 01219 Dresden-Leubnitz-Neuostra-Leubnitz-Neuostra;;
Netto Filiale Filiale Zschochersche Allee 68 in 04207 Leipzig-Lausen;;
Netto Filiale Filiale Rosa-Luxemburg-Str. 7 in 01809 Heidenau;;
Netto Filiale Filiale Caemmerswalder Str. 4 in 01189 Dresden;;
Netto Filiale Filiale Leipziger Str. 70 in 04420 Markranstaedt;;
Netto Filiale Filiale Mueglitztalstr. 97 in 01809 Dohna;;
Netto Filiale Filiale Einsteinstr. 20 in 01796 Pirna;;
Netto Filiale Filiale Altgorbitzer Ring 9 in 01169 Dresden;;
Netto Filiale Filiale Langer Weg 48 in 01239 Dresden-Prohlis;;
Netto Marken-Discount Filiale Dieskaustr. 155 in 04249 Leipzig;;
Netto Filiale Filiale Hornstr. 2 in 04249 Leipzig-Grosszschocher;;
Netto Filiale Filiale Tharandter Str. 65 in 01159 Dresden;;
Netto Marken-Discount Filiale Friedrich-Ebert-Str. 116 in 06237 Leuna;;
Netto City Filiale Filiale Selliner Str. 1a in 04207 Leipzig;;
Netto Filiale Filiale Dresdner Str. 58 in 01809 Heidenau;;
Netto Filiale Filiale Koetzschener Weg 5 in 06237 Leuna;;
Netto Filiale Filiale Johannes-Paul-Thilman-Str. 3 in 01219 Dresden-Leubnitz-Neuostra;;
Netto Filiale Filiale Breisgaustr. 85 in 04209 Leipzig-Gruenau;;
Netto Filiale Filiale Am Felsenkeller 1 in 01796 Pirna;;
Netto Filiale Filiale Tharandter Str. 41a in 01159 Dresden-Loebtau;;
Netto Filiale Filiale Leutewitzer Ring 143 in 01169 Dresden;;
Netto Filiale Filiale Pratzschwitzer Str. 17 in 01796 Pirna;;
Netto Filiale Filiale Nuernberger Str. 36 in 01187 Dresden;;
Netto Filiale Filiale Kesselsdorfer Str. 114 in 01159 Dresden;;
Netto Filiale Filiale Bornaische Str. 22 in 04277 Leipzig-Connewitz;;
Netto Filiale Filiale Struppener Str. 7 in 01796 Pirna;;
Netto Filiale Filiale Luebbenauer Str. 10 in 01237 Dresden-Reick;;
Netto Filiale Filiale Lise-Meitner-Str. 2 in 01169 Dresden;;
Netto Marken-Discount Filiale A.-Nitzsche-Str. 19 in 04277 Leipzig;;
Netto Filiale Filiale Str. des 17. Juni 12 in 01257 Dresden-Leuben;;
Netto Filiale Filiale Lohrmannstr. 24 in 01237 Dresden-Reick;;
Netto Filiale Filiale Schnorrstr. 46 in 01069 Dresden;;
Netto Filiale Filiale Brandiser Str. 98 in 04683 Naunhof;;
Netto Filiale Filiale Breitscheidstr. 67 in 01257 Dresden;;
Netto Filiale Filiale Luebecker Str. 20 in 01159 Dresden-Loebtau;;
Netto Filiale Filiale Roedelstr. 31 in 04229 Leipzig;;
Netto Marken-Discount Filiale Pirnaer Landstr. 241 in 01259 Dresden-Grosszschachwitz;;
Netto Filiale Filiale Rathener Str. 24 in 01259 Dresden-Grosszschachwitz;;
Netto Filiale Filiale August-Bebel-Str. 8 in 01219 Dresden-Strehlen-Strehlen;;
Netto Filiale Filiale Dahlienstr. 20 in 04209 Leipzig-Gruenau;;
Netto Filiale Filiale Hauptstr. 2 in 04288 Leipzig-Holzhausen;;
Netto Filiale Filiale Wiener Str. 78 in 01219 Dresden-Strehlen;;
Netto Filiale Filiale Bahnhofstr. 4 in 01623 Lommatzsch;;
Netto Marken-Discount Filiale Grimmaische str. 59 in 04685 Nerchau;;
Netto Filiale Filiale Grimmaische Str. 59 in 04668 Grimma-Nerchau;;
Netto Filiale Filiale Oeltzschner Str. 1 in 06217 Merseburg;;
Netto Filiale Filiale Felix-Dahn-Weg 21 in 01157 Dresden-Briesnitz-Briesnitz;;
Netto Filiale Filiale Aeussere Pillnitzer Str. 18a in 01796 Pirna;;
Netto Filiale Filiale Geusaer Str. 15 in 06217 Merseburg;;
Netto Filiale Filiale Bernhard-Goering-Str. 81 in 04275 Leipzig;;
Netto Filiale Filiale Salzburger Str. 122 in 01237 Dresden-Dobritz;;
Netto Filiale Filiale Liebstaedter Str. 20 in 01277 Dresden-Seidnitz-Gruna;;
Netto Filiale Filiale 1 in 01237 Dresden-Reick;;
Netto Filiale Filiale Menageriestr. 10 in 01067 Dresden-Friedrichstadt-Friedrichstadt;;
Netto Filiale Filiale Plautstr. 36 in 04179 Leipzig-Lindenau-Neulindenau;;
Netto Filiale Filiale Rudolf-Breitscheid-Str. 20 in 06556 Artern;;
Netto Filiale Filiale Zwinglistr. 42 in 01277 Dresden-Gruna;;
Netto Marken-Discount Filiale Salzwiesenrain 1 in 06567 Bad Frankenhausen/Kyffhaeuser;;
Netto Filiale Filiale Kyffhaeuser Str. 40 in 06567 Bad Frankenhausen;;
Netto Filiale Filiale Gutsmuthsstr. 4 in 04177 Leipzig-Lindenau;;
Netto Filiale Filiale Sommerfelder Str. 80 in 04316 Leipzig-Moelkau;;
Netto Marken-Discount Filiale August-Bebel-Str. 8 in 01156 Dresden-Strehlen;;
Netto Filiale Filiale Gerichtsstr. 1 in 01069 Dresden-Pirnaische Vorstadt;;
Netto Filiale Filiale Dresdner Str. 64 in 01156 Dresden-Gohlis;;
Netto Marken-Discount Filiale Dresdner str. 64 in 01462 Dresden-Gohlis;;
Netto Filiale Filiale Meissner Landstr. 138 in 01157 Dresden;;
Netto Filiale Filiale Gerichtsrain 64 in 06217 Merseburg;;
Netto Filiale Filiale Altenberger Str. 52 in 01277 Dresden-Striesen-Ost;;
Netto Filiale Filiale Oesterreicher Str. 24 in 01279 Dresden-Laubegast;;
Netto Filiale Filiale Overbeckstr. 38 in 01139 Dresden-Mickten;;
Netto Filiale Filiale Duererstr. 51 in 01307 Dresden-Johannstadt-Sued;;
Netto Filiale Filiale Molkereistr. 2 in 04769 Muegeln;;
Netto Filiale Filiale Ossietzkystr. 53 in 01662 Meissen;;
Netto Filiale Filiale Rossplatz 7 in 06268 Querfurt;;
Netto Filiale Filiale Inselstr. 4 in 04103 Leipzig-Zentrum-Ost;;
Netto Filiale Filiale Merseburger Str. 87 in 06268 Querfurt;;
Netto Filiale Filiale Ranstaedter Steinweg 20 in 04109 Leipzig-Zentrum-Nordwest;;
Netto Filiale Filiale Tatzberg 8 in 01307 Dresden;;
Netto Filiale Filiale Leipziger Str. 42 in 01127 Dresden;;
Netto Filiale Filiale Koetitzer Str. 27 in 01445 Radebeul-Koetzschenbroda;;
Netto Filiale Filiale Dornberger Str. 8 in 04315 Leipzig-Volkmarsdorf;;
Netto Filiale Filiale Koenigsbruecker Str. 28 in 01099 Dresden;;
Netto Marken-Discount Filiale Philipp-Reis-Str. 80 in 04179 Leipzig;;
Netto Filiale Filiale Heinrich-Heine-Str. 41 in 04178 Leipzig-Boehlitz-Ehrenberg;;
Netto Filiale Filiale Buergerstr. 62 in 01127 Dresden;;
Netto Filiale Filiale Heinrich-Heine-Str. 91 in 04178 Leipzig;;
Netto Filiale Filiale Kamenzer Str. 24 in 01099 Dresden;;
Netto Filiale Filiale Alte Schaeferei 2 in 01847 Lohmen;;
Netto Filiale Filiale Merseburger Landstr. 59a in 06246 Bad Lauchstaedt;;
Netto Filiale Filiale Diamantstr. 2 in 04319 Leipzig-Engelsdorf-Engelsdorf;;
Netto Filiale Filiale Meissner Str. 281 in 01445 Radebeul;;
Netto Marken-Discount Filiale R.-Leonhard-Str. 12 in 01097 Dresden;;
Netto Filiale Filiale Johann-Meyer-Str. 5 in 01097 Dresden;;
Netto Filiale Filiale Dresdner Str. 80 in 01640 Coswig;;
Netto Filiale Filiale Leipziger Str. 294 in 01139 Dresden-Trachau;;
Netto Filiale Filiale Waldbaurstr. 2 in 04347 Leipzig;;
Netto Filiale Filiale Gewerbeallee 8b in 04821 Brandis;;
Netto Filiale Filiale Melanchthonstr. 15 in 01640 Coswig;;
Netto Filiale Filiale Grossenhainer Str. 108 in 01129 Dresden;;
Netto Filiale Filiale Weinboehlaer Str. 68 in 01127 Dresden-Pieschen-Nord;;
Netto Filiale Filiale Gruener Weg 4 in 04779 Wermsdorf;;
Netto Filiale Filiale Wittenberger Str. 25 in 04129 Leipzig-Eutritzsch;;
Netto Filiale Filiale Heideblick 1 in 01099 Dresden-Radeberger Vorstadt;;
Netto Filiale Filiale Loebauer Str. 68 in 04347 Leipzig;;
Netto Filiale Filiale Braunstr. 1a in 04347 Leipzig-Schoenefeld;;
Netto Filiale Filiale Fabrikstr. 18 in 01662 Meissen;;
Netto Filiale Filiale Theresienstr. 77 in 04129 Leipzig-Eutritzsch-Eutritzsch;;
Netto Filiale Filiale Waldstr. 27 in 01445 Radebeul;;
Netto Filiale Filiale Sophienstr. 6 in 06542 Allstedt;;
Netto Filiale Filiale Ferdinandstr. 2 in 01662 Meissen;;
Netto Filiale Filiale Dresdner Str. 94 in 01689 Weinboehla;;
Netto Filiale Filiale Muehlenstr. 2 in 04159 Leipzig-Stahmeln;;
Netto Marken-Discount Filiale Ullersdorfer Platz 1 b in 01324 Dresden;;
Netto Filiale Filiale Otto-von-Guericke-Str. 2 in 04451 Borsdorf-Panitzsch;;
Netto Filiale Filiale Max-Liebermann-Str. 61 in 04157 Leipzig-Gohlis-Nord;;
Netto Filiale Filiale Paetzstr. 2 in 04435 Schkeuditz;;
Netto Filiale Filiale Grossenhainer Str. 1f in 01468 Reichenberg-Moritzburg;;
Netto Filiale Filiale Ringstr. 50 in 04435 Schkeuditz;;
Netto Filiale Filiale Am Weissiger Bach 2 in 01328 Dresden-Weissig;;
Netto Filiale Filiale Kieler Str. 9-11 in 04357 Leipzig-Mockau-Mockau-Nord;;
Netto Filiale Filiale Stollberger Str. 6 in 04349 Leipzig-Thekla-Thekla;;
Netto Filiale Filiale Max-Liebermann-Str. 1 in 04425 Taucha;;
Netto Filiale Filiale Neumarkt 1 in 04827 Machern;;
Netto Filiale Filiale Zur Lindenhoehe 1 in 04158 Leipzig-Lindenthal;;
Netto Filiale Filiale Moritzburger Str. 49 in 01689 Weinboehla;;
Netto Filiale Filiale Regensburger Str. 137 in 06132 Halle-Ammendorf;;
Netto Filiale Filiale Grassdorfer Str. 15a in 04425 Taucha;;
Netto Filiale Filiale An der Mulde 13 in 04828 Bennewitz;;
Netto Marken-Discount Filiale Langebruecker Str. 4 in 01109 Dresden;;
Netto Filiale Filiale Schlossallee 53 in 01468 Moritzburg;;
Netto Filiale Filiale Am Dresdener Berg 1 in 04758 Oschatz;;
Netto Filiale Filiale Kunitzteichweg 1 in 01109 Dresden-Klotzsche-Klotzsche;;
Netto Filiale Filiale Dresdener Str. 36 in 04808 Wurzen;;
Netto Filiale Filiale Philipp-von-Ladenberg-Str. 19 in 06132 Halle-Silberhoehe;;
Netto Filiale Filiale Hohnsteiner Str. 2a in 01855 Sebnitz;;
Netto Filiale Filiale Dieskauer Str. 2c in 06184 Kabelsketal-Zwintschoena-Dieskau;;
Netto Filiale Filiale Amsterdamer Str. 1 in 06128 Halle;;
Netto Marken-Discount Filiale Am Hinterfeld 01 in 06317 Roeblingen am See;;
Netto Filiale Filiale Hallesche Landstr. 1 in 06179 Teutschenthal;;
Netto Filiale Filiale W.-Koenen-Str. 2a in 06526 Sangerhausen;;
Netto Filiale Filiale Dieselstr. 136-137 in 06130 Halle-Saale;;
Netto Filiale Filiale Pillnitzer Str. 36 in 01454 Radeberg;;
Netto Filiale Filiale Dr.-Steudner-Str. 82 in 01855 Sebnitz;;
Netto Filiale Filiale Schuetzenhausstr. 9 in 01833 Stolpen;;
Netto Filiale Filiale Beesener Str. 42 in 06110 Halle-Saale;;
Netto Filiale Filiale Dr.-Albert-Dietze-Str. 18 in 01454 Radeberg;;
Netto Filiale Filiale Walter-Rathenau-Str. 4a in 06526 Sangerhausen;;
Netto Filiale Filiale Sangerhaeuser Str. 14 in 06536 Berga-Kyffhaeuser;;
Netto Filiale Filiale Segouer Str. 16a in 01587 Riesa-Weida;;
Netto Filiale Filiale Koechstedter Weg 10a in 06179 Langenbogen;;
Netto Filiale Filiale Am Gastronom 8 in 06124 Halle;;
Netto Filiale Filiale Bahnhofstr. 118 in 04774 Dahlen;;
Netto Filiale Filiale Zollrain 3 in 06124 Halle-Suedliche Neustadt;;
Netto Filiale Filiale Am Kleinen Teich 7 in 06126 Halle-Neustadt-Nietleben;;
Netto Filiale Filiale Stolpener Str. 43 in 01477 Arnsdorf-Fischbach;;
Netto Filiale Filiale Vor der Blauen Huette 21 in 06526 Sangerhausen;;
Netto Marken-Discount Filiale Pausitzer Str. 36 in 01589 Riesa;;
Netto Filiale Filiale Dr.-Scheider-Str. 36 in 01589 Riesa-Mergendorf;;
Netto Filiale Filiale Delitzscher Str. 49 in 06112 Halle;;
Netto Filiale Filiale Friedrich-List-Str. 22 in 01587 Riesa;;
Netto Filiale Filiale Am Meeresbrunnen 5 in 06122 Halle;;
Netto Filiale Filiale Akeleistr. 1 in 06122 Halle;;
Netto Filiale Filiale Hallesche Str. 2 in 06122 Halle-Nietleben;;
Netto Filiale Filiale Wiedtkenweg 1 in 06116 Halle-Reideburg;;
Netto Filiale Filiale Alleestr. 10 in 01591 Riesa-Groeba;;
Netto Filiale Filiale Hubertusplatz 1a in 06120 Halle;;
Netto Marken-Discount Filiale Hubertusplatz 1 a in 06120 Halle;;
Netto Filiale Filiale Gaswerkstr. 2 in 01458 Ottendorf-Okrilla;;
Netto Filiale Filiale Birkhahnweg 100 in 06116 Halle-Diemitz-Diemitz;;
Netto Filiale Filiale Riesaer Str. 9 in 01612 Nuenchritz;;
Netto Filiale Filiale Landrain 1 in 06118 Halle-Landrain;;
Netto Filiale Filiale Grossenhainer Str. 39 in 01471 Radeburg;;
Netto Filiale Filiale Poststr. 1c in 01458 Ottendorf-Okrilla;;
Netto Filiale Filiale Doelauer Str. 86 in 06120 Halle;;
Netto Filiale Filiale Neuragoczystr. 18a in 06120 Halle;;
Netto Filiale Filiale Hallesche Str. 93 in 06295 Lutherstadt Eisleben;;
Netto Filiale Filiale An der alten Leimfabrik 1 in 01616 Strehla;;
Netto Filiale Filiale Nordring 39 in 04838 Eilenburg;;
Netto Filiale Filiale Dresdner Str. 22-24 in 01558 Grossenhain;;
Netto Filiale Filiale Koethener Str. 24 in 06118 Halle-Saale;;
Netto Filiale Filiale Teninger Str. 2 in 01619 Zeithain;;
Netto Filiale Filiale Wildenhainer Str. 34 in 01558 Grossenhain;;
Netto Filiale Filiale Magdeburger Str. 8 in 06295 Lutherstadt Eisleben;;
Netto Filiale Filiale Torgauer Landstr. 76 in 04838 Eilenburg;;
Netto Filiale Filiale Pulsnitzer Str. 4b in 01900 Grossroehrsdorf;;
Netto Filiale Filiale Buchbergstr. 51 in 02779 Grossschoenau;;
Netto Filiale Filiale Hallesche Landstr. 13 in 06188 Landsberg bei Halle;;
Netto Filiale Filiale Hauptstr. 88 in 02779 Grossschoenau;;
Netto Filiale Filiale Mittelstr. 11 in 06311 Helbra;;
Netto Filiale Filiale Ritterberg 2 in 06548 Rottleberode;;
Netto Filiale Filiale Richterbergweg 2 in 02782 Seifhennersdorf;;
Netto Filiale Filiale Beerendorfer Str. 24 in 04509 Delitzsch;;
Netto Filiale Filiale Dresdner Str. 39b in 01896 Pulsnitz;;
Netto Filiale Filiale Dresdener Str. 45 in 01877 Bischofswerda;;
Netto Filiale Filiale Albert-Boehme-Str. 1 in 04509 Delitzsch;;
Netto Filiale Filiale Securiusstr. 33a in 04509 Delitzsch-Schenkenberg;;
Netto Filiale Filiale Hempelstr. 25 in 01896 Pulsnitz;;
Netto Filiale Filiale Eilenburger Str. 3 in 04889 Schildau;;
Netto Filiale Filiale Belmsdorfer Str. 29 in 01877 Bischofswerda-Belmsdorf;;
Netto Filiale Filiale Saalestr. 14a in 06193 Wettin-Loebejuen;;
Netto Filiale Filiale Hauptstr. 12 in 01904 Neukirch-Lausitz;;
Netto Filiale Filiale Gerhart-Hauptmann-Str. 2a in 02689 Sohland;;
Netto Filiale Filiale Am Fiebig 3 in 01561 Thiendorf;;
Netto Marken-Discount Filiale Am Fiebig 15 in 01561 Thiendorf;;
Netto Filiale Filiale Suedstr. 35 in 02763 Zittau;;
Netto Filiale Filiale Kornweg 2 in 01936 Koenigsbrueck;;
Netto Filiale Filiale Reichsstr. 26 in 04862 Mockrehna;;
Netto Marken-Discount Filiale Reichsstr. 26 in 04838 Mockrehna;;
Netto Filiale Filiale Rumburger Str. 73 in 02730 Ebersbach;;
Netto Filiale Filiale Liebenwerdaer Str. 33 in 04931 Muehlberg-Elbe;;
Netto Filiale Filiale Plan 2 in 06343 Mansfeld;;
Netto Filiale Filiale Loebauer Str. 13b in 02763 Zittau;;
Netto Filiale Filiale Bautzener Str. 52a in 02742 Neusalza-Spremberg;;
Netto Filiale Filiale Weissbacher Str. 69 in 01936 Koenigsbrueck;;
Netto Filiale Filiale Hauptstr. 160 in 02730 Ebersbach;;
Netto Filiale Filiale Zittauer Str. 44 in 02681 Wilthen;;
Netto Filiale Filiale Hauptstr. 57a in 02791 Oderwitz-Oberoderwitz;;
Netto Filiale Filiale Hauptstr. 77a in 01609 Groeditz;;
Netto Filiale Filiale Am Rittergut 1 in 06347 Gerbstedt;;
Netto Filiale Filiale Bahnhofstr. 39-41 in 06333 Hettstedt;;
Netto Filiale Filiale Koeblitzer Str. 2 in 02733 Cunewalde-Weigsdorf-Koeblitz;;
Netto Filiale Filiale Lieselotte-Rueckert-Str. 20 in 06792 Zscherndorf-Zscherndorf;;
Netto Filiale Filiale Stumsdorfer Str. 5 in 06780 Zoerbig;;
Netto Filiale Filiale Leipziger Str. 6a in 06749 Bitterfeld;;
Netto Filiale Filiale Thomas-Muentzer-Weg 2 in 06780 Zoerbig;;
Netto Marken-Discount Filiale An der Gaertnerei 3 in 06193 Loebejuen;;
Netto Marken-Discount Filiale Muehlenstr. in 06193 Loebejuen;;
Netto Filiale Filiale August-Bebel-Str. 13 in 02692 Grosspostwitz;;
Netto Filiale Filiale Neue Str. 9 in 06493 Harzgerode;;
Netto Filiale Filiale Dommitzscher Str. 8 in 04849 Bad Dueben;;
Netto Getraenkemarkt Filiale Dommitzscher Str. 9 in 04849 Bad Dueben;;
Netto Filiale Filiale Auenstr. 9 in 06749 Bitterfeld;;
Netto Filiale Filiale Am Kirschweg 1 in 06333 Hettstedt;;
Netto Filiale Filiale Elsterwerdaer Str. 15 in 01990 Ortrand;;
Netto Filiale Filiale Cisinskistr. 9 in 01920 Panschwitz-Kuckau;;
Netto Filiale Filiale Bernsteinring 88 in 06749 Bitterfeld-Wolfen;;
Netto Filiale Filiale Roehrweg 23 in 04860 Torgau;;
Netto Filiale Filiale Fichtestr. 10 in 01917 Kamenz;;
Netto Filiale Filiale Loebauer Str. 55 in 02747 Herrnhut;;
Netto Filiale Filiale Magdeburger Str. 5d in 06420 Koennern;;
Netto Filiale Filiale Siedlungsweg 20 in 01917 Kamenz;;
Netto Marken-Discount Filiale Steinweg 12 in 04860 Torgau;;
Netto Filiale Filiale Kiebitzweg 2b in 04860 Torgau;;
Netto Filiale Filiale Weststr. 32a in 04910 Elsterwerda;;
Netto Filiale Filiale Neusalzaer Str. 13 in 02625 Bautzen;;
Netto Filiale Filiale Gewerbepark 2 in 06369 Weissandt-Goelzau;;
Netto Filiale Filiale Dresdener Str. 46 in 02625 Bautzen;;
Netto Filiale Filiale Koethener Str. 41 in 06388 Groebzig-Werdershausen;;
Netto Filiale Filiale Krondorfer Str. 123 in 06766 Wolfen;;
Netto Filiale Filiale Ernst-Thaelmann-Str. 67 in 04886 Beilrode;;
Netto Filiale Filiale Ahornallee 21a in 02708 Loebau;;
Netto Filiale Filiale Loebauer Str. 81b in 02625 Bautzen;;
Netto Filiale Filiale Frédéric-Joliot-Curie-Str. 1 in 02625 Bautzen;;
Netto Filiale Filiale An der Feuerwache 8 in 04924 Bad Liebenwerda;;
Netto Filiale Filiale Steinfurther Str. 37 in 06766 Wolfen;;
Netto Filiale Filiale Vor dem Halleschen Tor 36 in 06800 Jessnitz;;
Netto Marken-Discount Filiale Wittener Str. 15 in 06766 Wolfen;;
Netto Filiale Filiale Breitscheidstr. 21 in 02708 Loebau;;
Netto Filiale Filiale Hoymerstr. 21a in 06493 Ballenstedt;;
